132,157.0,
0,126.0,
3,3.0,
115,110.0,90.0
8,146.0,34.0
103,,
6,141.0,79.0
5,28.0,5.0
58,0.0,
146,,
22,,
40,40.0,
104,21.0,
71,145.0,
112,112.0,
176,176.0,
175,,
112,,
72,62.0,72.0
64,142.0,64.0
9,92.0,
158,158.0,
11,11.0,
54,122.0,
62,141.0,
38,105.0,
16,16.0,16.0
124,43.0,17.0
181,178.0,181.0
149,,
16,16.0,16.0
160,160.0,
33,,
57,,
84,185.0,113.0
142,142.0,58.0
61,44.0,
25,52.0,
176,,
180,84.0,184.0
170,,
43,103.0,
120,,
82,82.0,82.0
104,104.0,104.0
74,,
107,,
185,185.0,
33,51.0,
15,,
145,145.0,
96,170.0,96.0
162,,
163,163.0,
175,175.0,
95,,
179,179.0,179.0
174,110.0,
8,,
181,146.0,181.0
50,43.0,
91,,
0,,
180,180.0,180.0
52,,
46,46.0,
117,117.0,117.0
37,104.0,
176,176.0,
85,85.0,
133,,
178,178.0,
49,99.0,22.0
47,,
101,101.0,
60,178.0,60.0
45,45.0,
92,,
90,93.0,
89,89.0,54.0
74,,
158,158.0,158.0
31,172.0,73.0
120,120.0,
51,78.0,
71,,
123,57.0,32.0
124,124.0,
148,17.0,120.0
75,,
108,,
118,118.0,154.0
86,86.0,140.0
57,57.0,57.0
140,140.0,72.0
138,119.0,
1,1.0,75.0
127,124.0,
175,17.0,
32,9.0,76.0
90,90.0,
110,,
141,,
94,73.0,
80,128.0,90.0
174,174.0,174.0
143,11.0,121.0
181,181.0,
127,75.0,
23,,
36,22.0,
149,149.0,149.0
164,87.0,
112,112.0,169.0
23,23.0,23.0
106,106.0,
65,113.0,65.0
16,,
36,,
158,,
153,153.0,152.0
173,154.0,173.0
176,,
26,,
31,31.0,31.0
115,,
138,159.0,
21,21.0,21.0
77,74.0,77.0
116,116.0,116.0
176,176.0,
99,99.0,140.0
78,10.0,
177,,
108,108.0,108.0
58,,
25,30.0,61.0
67,,
53,142.0,181.0
121,,
114,114.0,
15,68.0,15.0
53,53.0,53.0
183,183.0,
56,56.0,
51,47.0,6.0
11,11.0,11.0
110,,
60,60.0,122.0
97,,
88,172.0,
153,153.0,
140,122.0,156.0
137,,
73,51.0,73.0
163,163.0,68.0
183,97.0,
63,4.0,
79,,
166,166.0,166.0
166,141.0,
121,121.0,
136,,
83,177.0,83.0
117,117.0,
42,42.0,42.0
134,92.0,120.0
100,175.0,141.0
180,180.0,
19,127.0,19.0
48,87.0,48.0
58,,
124,57.0,
131,131.0,131.0
185,174.0,185.0
77,61.0,77.0
180,55.0,1.0
38,38.0,
44,44.0,89.0
104,50.0,104.0
171,171.0,174.0
3,,
68,,
11,11.0,
81,,
113,113.0,
83,,
85,,
135,16.0,135.0
177,,
172,,
70,70.0,
60,,
67,41.0,67.0
14,90.0,
6,,
28,119.0,
56,153.0,56.0
8,8.0,
43,170.0,
13,13.0,176.0
19,133.0,
14,73.0,
163,163.0,163.0
55,104.0,
40,,
42,42.0,
154,95.0,154.0
60,,
147,147.0,
78,,
18,,
31,51.0,31.0
33,33.0,33.0
83,,
73,158.0,
101,101.0,
158,158.0,55.0
181,166.0,
11,184.0,11.0
155,155.0,
177,120.0,177.0
17,,
96,,
78,,
108,108.0,142.0
79,100.0,157.0
72,97.0,
185,57.0,185.0
107,107.0,
42,23.0,34.0
114,48.0,114.0
95,95.0,95.0
53,,
92,92.0,
80,118.0,
71,73.0,
180,180.0,
93,,
152,6.0,
121,121.0,
115,,
120,,
34,34.0,34.0
125,125.0,
60,18.0,
125,38.0,
45,55.0,
11,19.0,11.0
27,169.0,
37,,
151,151.0,
115,176.0,
21,182.0,21.0
16,,
56,56.0,56.0
157,,
138,,
49,26.0,163.0
53,12.0,
36,36.0,
19,,
6,75.0,
136,74.0,
29,29.0,
147,,
97,105.0,97.0
171,23.0,
