129,129.0,
11,,
174,12.0,174.0
84,,
70,,
115,115.0,65.0
105,,
16,16.0,16.0
32,32.0,
165,,
85,82.0,
179,,
84,84.0,41.0
117,117.0,63.0
137,,
61,89.0,61.0
192,192.0,157.0
70,70.0,
139,,
141,141.0,
145,,
140,,
29,50.0,141.0
141,141.0,28.0
5,,
78,78.0,160.0
62,39.0,
179,,
112,,
114,114.0,117.0
168,,
83,44.0,166.0
198,,
125,,
124,124.0,124.0
114,87.0,83.0
135,135.0,
89,89.0,89.0
144,144.0,144.0
132,196.0,
79,,
166,62.0,62.0
31,129.0,54.0
11,107.0,
19,187.0,19.0
143,,
2,2.0,
154,124.0,154.0
47,106.0,
124,124.0,124.0
160,,
173,20.0,
180,130.0,114.0
168,168.0,
4,4.0,
174,,
7,,
100,100.0,
158,158.0,
62,44.0,
92,44.0,
32,,
163,32.0,73.0
20,20.0,
11,11.0,11.0
11,87.0,11.0
137,,
71,71.0,34.0
90,90.0,96.0
117,117.0,67.0
192,192.0,
133,99.0,177.0
126,160.0,
45,45.0,
22,22.0,
76,,
94,191.0,
81,,
114,114.0,120.0
66,,
185,185.0,157.0
72,49.0,72.0
14,14.0,
61,98.0,61.0
73,,
171,,
191,,
5,5.0,96.0
116,4.0,
123,123.0,131.0
134,37.0,134.0
20,20.0,
76,64.0,
131,108.0,184.0
193,121.0,
87,,
169,,
102,151.0,102.0
176,176.0,165.0
29,80.0,
125,,
192,70.0,192.0
12,,
175,175.0,
70,67.0,
190,190.0,
10,3.0,10.0
92,41.0,127.0
138,,
109,,
150,182.0,28.0
144,,
51,51.0,
174,,
134,128.0,58.0
3,3.0,
99,57.0,
132,132.0,128.0
141,119.0,
89,89.0,
132,,
82,3.0,
108,108.0,108.0
169,,
86,196.0,86.0
59,177.0,144.0
57,,
124,,
40,33.0,
136,,
159,,
33,33.0,33.0
57,57.0,153.0
184,184.0,
135,135.0,135.0
160,86.0,
86,,
124,124.0,60.0
1,,
174,31.0,
170,132.0,149.0
149,149.0,149.0
92,92.0,92.0
134,134.0,
104,,
8,75.0,8.0
143,,
26,26.0,
71,,
19,19.0,19.0
169,169.0,96.0
25,25.0,
192,68.0,192.0
109,109.0,27.0
175,175.0,175.0
28,64.0,28.0
26,,
153,153.0,
144,144.0,
110,110.0,
45,,
51,,
45,28.0,45.0
183,,
150,,
187,187.0,187.0
149,187.0,149.0
133,,
11,,
64,64.0,151.0
23,,
149,48.0,149.0
80,,
49,30.0,84.0
47,,
77,,
63,180.0,63.0
120,120.0,
59,,
194,194.0,
47,,
139,139.0,139.0
34,,
31,,
2,190.0,
195,195.0,
142,133.0,
6,,
187,41.0,7.0
66,,
107,177.0,87.0
144,144.0,
136,,
7,7.0,
85,,
185,169.0,193.0
149,,
71,102.0,141.0
28,28.0,28.0
80,,
136,136.0,136.0
108,,
94,,
124,,
42,42.0,170.0
151,22.0,198.0
117,,
180,180.0,
67,67.0,
14,181.0,
120,120.0,
67,,
189,189.0,43.0
72,131.0,
84,99.0,37.0
36,36.0,
124,123.0,124.0
85,130.0,85.0
32,32.0,96.0
99,,
17,,
18,18.0,196.0
89,89.0,
111,153.0,111.0
111,12.0,
136,,
93,93.0,
45,90.0,45.0
63,198.0,98.0
163,,
11,,
144,144.0,144.0
76,76.0,
120,,
2,138.0,
75,75.0,
101,24.0,
193,193.0,193.0
129,,
149,149.0,
58,,
32,,
34,34.0,34.0
30,30.0,30.0
36,,
61,61.0,
42,,
73,73.0,
17,126.0,17.0
90,54.0,178.0
54,54.0,68.0
90,90.0,66.0
46,149.0,46.0
155,,
198,198.0,
21,21.0,
137,56.0,18.0
149,159.0,149.0
22,181.0,55.0
127,121.0,
15,,
155,,
168,,
24,130.0,
174,174.0,
155,,
24,,
2,2.0,
167,167.0,73.0
100,81.0,173.0
141,,
65,58.0,
48,48.0,48.0
145,181.0,195.0
26,9.0,
178,85.0,
113,,
140,,
