74,74.0,75.0
32,36.0,87.0
57,138.0,
67,50.0,
126,135.0,
88,5.0,
69,100.0,125.0
72,72.0,
107,142.0,
1,150.0,44.0
101,101.0,71.0
4,,
72,72.0,
110,,
148,87.0,148.0
114,,
129,,
9,,
143,143.0,
48,17.0,
79,88.0,79.0
130,74.0,
55,55.0,55.0
35,156.0,152.0
30,,
42,,
66,95.0,66.0
87,82.0,87.0
69,89.0,144.0
131,131.0,
120,,
100,74.0,
82,98.0,82.0
47,120.0,
82,34.0,82.0
86,86.0,71.0
7,,
0,154.0,33.0
111,59.0,111.0
129,,
61,61.0,86.0
128,128.0,128.0
20,20.0,20.0
8,,
34,,
129,155.0,129.0
114,106.0,114.0
125,,
30,,
71,,
10,10.0,94.0
9,,
114,114.0,119.0
22,36.0,
24,,
51,,
104,58.0,39.0
94,94.0,
41,150.0,41.0
132,123.0,111.0
46,,
153,153.0,38.0
71,71.0,79.0
127,,
45,45.0,45.0
51,,
49,,
142,142.0,
65,107.0,
102,156.0,
72,72.0,72.0
14,14.0,76.0
7,129.0,115.0
114,114.0,103.0
60,94.0,
92,28.0,
80,,
3,1.0,
59,87.0,
32,,
65,,
128,47.0,
153,,
110,,
115,104.0,14.0
61,,
10,,
91,91.0,91.0
58,58.0,58.0
89,4.0,89.0
59,,
61,73.0,
55,44.0,
115,,
14,17.0,
60,98.0,60.0
140,96.0,140.0
43,147.0,8.0
140,33.0,99.0
0,0.0,74.0
144,90.0,
48,48.0,98.0
61,61.0,
55,,
104,,
20,,
144,,
68,,
66,66.0,
87,87.0,87.0
0,0.0,
51,,
146,,
24,,
30,,
96,50.0,122.0
18,18.0,37.0
88,88.0,
62,62.0,
1,82.0,
0,0.0,
56,,
24,,
17,77.0,
125,16.0,10.0
21,,
28,49.0,28.0
144,144.0,144.0
119,,
94,94.0,72.0
59,11.0,
89,89.0,89.0
44,44.0,
46,46.0,
61,,
84,39.0,84.0
77,77.0,
124,27.0,92.0
51,,
54,,
15,15.0,97.0
116,,
134,134.0,
84,84.0,
92,92.0,
147,147.0,
0,,
96,96.0,
88,,
63,63.0,
133,,
43,43.0,
139,139.0,
121,121.0,
112,112.0,
101,154.0,133.0
53,88.0,53.0
42,,
24,41.0,
140,14.0,107.0
141,,
137,137.0,
44,44.0,104.0
12,12.0,128.0
19,19.0,47.0
0,14.0,
27,27.0,
48,48.0,133.0
18,18.0,
3,3.0,138.0
104,17.0,
128,128.0,
139,139.0,4.0
103,124.0,41.0
11,11.0,
69,,
38,38.0,
3,3.0,
112,42.0,96.0
99,,
35,,
30,,
120,,
151,121.0,
73,115.0,9.0
84,84.0,153.0
54,,
44,25.0,
112,,
27,27.0,141.0
92,62.0,
51,51.0,
19,19.0,
82,54.0,
62,62.0,62.0
108,,
66,135.0,66.0
74,34.0,120.0
98,129.0,
26,53.0,137.0
111,111.0,111.0
33,112.0,
116,116.0,
64,75.0,
150,150.0,50.0
107,103.0,
45,45.0,
129,129.0,129.0
33,,
78,78.0,33.0
145,,
108,,
43,64.0,64.0
135,135.0,
58,49.0,
11,23.0,
79,62.0,
41,26.0,41.0
87,15.0,25.0
135,135.0,
5,,
133,119.0,
13,,
110,92.0,
1,1.0,1.0
32,4.0,129.0
114,114.0,114.0
111,111.0,
27,108.0,4.0
152,152.0,
89,,
147,,
88,79.0,88.0
76,117.0,
68,26.0,45.0
109,9.0,
60,,
141,141.0,141.0
157,,
67,75.0,
23,23.0,
144,63.0,24.0
134,,
122,133.0,
60,60.0,60.0
83,,
39,39.0,42.0
71,,
40,40.0,
144,144.0,144.0
68,,
103,103.0,
