22,,
24,24.0,104.0
14,,
75,75.0,
152,152.0,
57,,
13,11.0,
10,121.0,
153,153.0,12.0
35,,
41,,
140,,
49,49.0,
78,78.0,78.0
24,113.0,82.0
143,143.0,
132,,
157,157.0,
105,23.0,83.0
57,,
12,135.0,12.0
52,52.0,52.0
11,11.0,70.0
169,,
176,176.0,
46,46.0,70.0
172,172.0,172.0
74,74.0,74.0
167,,
117,,
2,,
168,,
157,,
103,6.0,
133,65.0,
87,,
178,178.0,
107,,
110,110.0,
119,,
84,70.0,
143,,
94,94.0,
160,,
72,97.0,3.0
46,92.0,
118,,
76,76.0,144.0
29,,
36,,
97,32.0,91.0
144,,
22,22.0,22.0
153,153.0,
78,78.0,103.0
50,,
111,111.0,111.0
48,164.0,48.0
27,,
81,128.0,
72,72.0,72.0
67,176.0,23.0
70,70.0,
61,61.0,
9,9.0,
170,57.0,
101,174.0,101.0
157,,
149,149.0,
15,,
132,132.0,178.0
147,150.0,36.0
109,82.0,79.0
10,10.0,10.0
125,125.0,72.0
23,23.0,162.0
56,,
124,,
46,,
147,147.0,
109,,
67,176.0,67.0
14,,
14,,
69,,
98,,
155,155.0,
56,56.0,
98,,
173,,
93,93.0,
147,,
30,30.0,
12,,
165,148.0,
155,155.0,
22,,
59,68.0,126.0
13,13.0,
81,81.0,172.0
80,,
63,141.0,13.0
127,,
161,114.0,
93,84.0,
173,173.0,
177,146.0,177.0
165,123.0,
81,,
65,,
177,177.0,177.0
76,76.0,10.0
11,11.0,104.0
97,97.0,97.0
39,39.0,39.0
138,138.0,
111,,
139,43.0,40.0
19,79.0,
72,11.0,48.0
84,2.0,84.0
74,38.0,
68,,
52,52.0,56.0
10,2.0,
42,137.0,
153,153.0,
27,,
81,,
111,111.0,
74,,
53,53.0,53.0
28,28.0,28.0
14,14.0,
35,,
74,,
20,,
111,111.0,111.0
42,,
142,142.0,142.0
69,69.0,
94,94.0,94.0
124,86.0,103.0
156,27.0,99.0
66,66.0,
24,2.0,24.0
141,141.0,
138,,
37,,
76,50.0,
162,,
173,,
79,96.0,79.0
26,159.0,26.0
45,106.0,
2,2.0,2.0
94,94.0,112.0
34,34.0,
85,,
95,,
31,,
110,164.0,6.0
152,152.0,152.0
19,92.0,16.0
27,27.0,161.0
8,153.0,
175,,
33,56.0,33.0
75,75.0,
174,,
165,165.0,165.0
134,129.0,107.0
136,3.0,20.0
157,26.0,157.0
67,67.0,67.0
55,55.0,
108,98.0,
30,,
130,,
116,,
103,,
25,126.0,25.0
155,86.0,147.0
80,80.0,80.0
69,51.0,51.0
172,172.0,172.0
100,100.0,
11,,
51,128.0,51.0
32,32.0,32.0
75,93.0,75.0
26,,
142,63.0,
27,27.0,
164,156.0,
77,,
136,136.0,
102,18.0,
166,166.0,
60,,
144,,
171,172.0,161.0
170,62.0,
31,170.0,
101,,
101,,
92,8.0,27.0
176,,
83,,
164,164.0,136.0
123,123.0,68.0
1,86.0,1.0
138,,
16,16.0,
90,,
62,62.0,
28,28.0,
110,4.0,
110,114.0,37.0
81,,
26,26.0,26.0
175,,
8,137.0,8.0
98,50.0,
5,5.0,97.0
109,,
22,,
10,10.0,
90,24.0,
133,101.0,133.0
128,128.0,
151,,
12,12.0,
31,31.0,
151,,
175,175.0,175.0
68,,
106,106.0,106.0
41,,
70,110.0,70.0
99,170.0,
83,83.0,160.0
97,,
77,86.0,77.0
70,70.0,75.0
149,103.0,170.0
21,98.0,157.0
36,156.0,
97,23.0,97.0
112,,
49,,
77,,
3,,
21,176.0,21.0
42,119.0,42.0
77,,
89,,
116,116.0,
164,,
