19,,
94,,
86,19.0,126.0
130,130.0,130.0
135,,
99,99.0,
16,107.0,
59,59.0,
33,33.0,20.0
120,,
132,132.0,132.0
127,,
116,154.0,
17,64.0,152.0
149,149.0,
24,,
82,82.0,
154,154.0,
154,,
25,135.0,51.0
140,188.0,
168,,
59,59.0,
99,10.0,99.0
57,69.0,57.0
60,,
122,,
6,,
109,,
30,135.0,
31,31.0,31.0
17,139.0,
139,139.0,
67,67.0,67.0
40,139.0,40.0
188,78.0,188.0
4,90.0,4.0
14,7.0,
55,165.0,
17,,
32,,
127,77.0,94.0
17,,
23,106.0,23.0
187,187.0,187.0
159,112.0,
129,,
52,33.0,
108,,
27,,
31,165.0,
143,143.0,
17,17.0,49.0
129,121.0,
18,10.0,108.0
113,113.0,
147,156.0,118.0
62,,
106,106.0,
90,3.0,
7,165.0,130.0
74,,
60,56.0,60.0
105,,
164,164.0,
2,2.0,
111,37.0,149.0
131,,
178,,
179,179.0,
26,170.0,
158,158.0,158.0
118,118.0,
57,,
176,46.0,27.0
104,104.0,104.0
185,131.0,
169,184.0,169.0
53,11.0,53.0
83,176.0,
19,111.0,21.0
38,38.0,106.0
152,48.0,61.0
110,110.0,
26,26.0,95.0
137,,
138,,
79,169.0,79.0
145,,
165,162.0,
154,154.0,
187,12.0,26.0
110,110.0,110.0
19,68.0,19.0
102,16.0,14.0
174,174.0,
175,,
57,,
115,41.0,119.0
173,173.0,173.0
164,164.0,164.0
56,56.0,108.0
174,138.0,
13,,
101,120.0,
142,,
90,90.0,
44,,
15,15.0,15.0
9,9.0,
127,127.0,85.0
80,,
27,,
30,30.0,72.0
43,43.0,
59,10.0,
125,67.0,22.0
164,164.0,88.0
140,182.0,
62,,
191,191.0,145.0
25,98.0,
81,81.0,
182,10.0,19.0
90,,
50,,
41,41.0,99.0
105,105.0,
39,,
129,21.0,129.0
90,90.0,
102,102.0,
10,66.0,
13,,
29,29.0,
72,,
134,81.0,
148,35.0,148.0
55,55.0,
70,152.0,96.0
37,37.0,
55,,
116,,
57,188.0,57.0
176,,
177,190.0,177.0
28,137.0,
49,49.0,
56,,
53,,
42,,
148,120.0,
21,21.0,12.0
86,36.0,
124,124.0,
114,26.0,56.0
121,121.0,
2,2.0,
4,,
183,,
63,147.0,63.0
127,127.0,
135,,
99,52.0,
181,,
18,,
54,53.0,
98,,
25,25.0,25.0
12,73.0,
70,70.0,
128,128.0,128.0
116,96.0,
78,155.0,78.0
34,34.0,34.0
175,9.0,61.0
181,,
190,,
18,,
80,80.0,13.0
96,96.0,
109,,
99,,
130,,
117,161.0,
88,88.0,
185,185.0,
147,84.0,189.0
9,9.0,
28,,
71,,
154,,
126,126.0,
191,191.0,
60,136.0,54.0
150,,
168,71.0,
51,25.0,142.0
138,,
128,128.0,
174,,
113,113.0,
41,41.0,
48,148.0,
57,57.0,57.0
167,151.0,
132,,
162,,
66,66.0,
18,138.0,18.0
185,,
170,,
102,,
143,,
34,38.0,34.0
17,105.0,17.0
106,106.0,
23,122.0,
66,66.0,188.0
63,57.0,
12,12.0,12.0
74,74.0,
89,79.0,
75,75.0,
61,100.0,60.0
25,106.0,
73,171.0,
115,,
55,,
83,83.0,
118,191.0,118.0
130,189.0,
8,18.0,
1,1.0,1.0
58,55.0,
130,130.0,
163,163.0,
62,62.0,
103,103.0,
42,42.0,
189,164.0,189.0
74,188.0,
173,173.0,173.0
20,180.0,20.0
173,,
95,160.0,
15,15.0,101.0
181,,
82,82.0,
126,,
109,,
144,144.0,
150,,
45,,
147,51.0,
180,180.0,171.0
191,191.0,
130,102.0,50.0
76,47.0,
35,76.0,35.0
142,142.0,
108,10.0,
44,,
22,22.0,22.0
126,,
38,26.0,
49,49.0,49.0
182,,
93,113.0,178.0
162,162.0,162.0
138,111.0,139.0
79,79.0,
4,97.0,117.0
95,,
74,,
182,,
35,,
121,127.0,121.0
48,,
61,,
75,75.0,75.0
52,52.0,
184,,
92,185.0,
33,33.0,
139,139.0,
124,,
111,44.0,163.0
73,73.0,73.0
40,,
52,,
46,38.0,
134,134.0,
55,65.0,55.0
183,183.0,
69,69.0,69.0
54,54.0,
91,115.0,91.0
63,75.0,63.0
