73,73.0,73.0
163,125.0,151.0
76,,
63,,
134,99.0,1.0
107,107.0,107.0
190,19.0,
169,169.0,
91,91.0,91.0
1,,
49,,
67,67.0,
161,161.0,161.0
36,130.0,
116,116.0,
109,,
181,,
45,27.0,74.0
52,29.0,
128,128.0,
152,44.0,152.0
92,,
157,157.0,
12,,
7,163.0,
190,,
142,142.0,142.0
115,5.0,
85,,
151,,
117,,
151,,
151,151.0,151.0
7,,
17,,
20,,
52,52.0,52.0
19,,
43,43.0,32.0
39,,
134,134.0,179.0
5,,
164,159.0,67.0
40,,
49,58.0,
131,28.0,
170,148.0,170.0
104,104.0,71.0
1,1.0,
158,153.0,
144,,
3,3.0,
188,129.0,188.0
68,17.0,
12,12.0,129.0
149,157.0,
108,108.0,
125,,
100,84.0,35.0
157,,
193,179.0,
74,74.0,91.0
11,11.0,
114,183.0,172.0
87,,
43,,
5,7.0,
151,137.0,91.0
1,,
90,90.0,193.0
19,136.0,
30,,
141,,
73,165.0,
57,57.0,57.0
102,47.0,
9,81.0,9.0
183,,
185,,
45,,
69,,
138,129.0,38.0
89,,
36,,
126,126.0,
192,,
56,132.0,56.0
137,,
94,94.0,
124,104.0,124.0
126,,
144,,
191,191.0,
113,,
69,182.0,69.0
81,121.0,81.0
143,143.0,
34,145.0,
83,140.0,
6,6.0,
179,179.0,
116,116.0,185.0
194,,
71,27.0,71.0
183,,
108,,
42,42.0,
45,62.0,
165,,
83,83.0,7.0
100,120.0,14.0
159,,
122,133.0,188.0
186,,
59,59.0,
119,119.0,136.0
115,115.0,115.0
3,,
69,,
14,129.0,
35,83.0,
40,40.0,
52,96.0,
16,16.0,10.0
163,163.0,
11,11.0,
90,57.0,166.0
109,109.0,109.0
18,5.0,18.0
146,146.0,
166,166.0,166.0
37,164.0,
4,,
108,108.0,
191,191.0,
40,87.0,122.0
4,4.0,108.0
75,75.0,
118,118.0,
83,83.0,
41,,
170,,
87,,
43,,
171,171.0,
11,11.0,11.0
138,26.0,
5,7.0,
136,,
94,51.0,
191,106.0,
178,,
95,95.0,95.0
17,17.0,
22,22.0,22.0
194,21.0,
36,,
161,125.0,
93,,
40,40.0,40.0
152,57.0,152.0
25,25.0,161.0
174,174.0,
47,74.0,47.0
73,77.0,
83,83.0,83.0
144,128.0,144.0
31,145.0,31.0
120,46.0,
157,,
5,,
90,90.0,
189,,
104,104.0,104.0
36,150.0,
78,107.0,78.0
95,95.0,72.0
143,,
10,10.0,
101,133.0,101.0
96,56.0,
27,,
57,57.0,
174,63.0,
98,127.0,
131,,
107,107.0,157.0
23,150.0,23.0
93,43.0,
154,25.0,55.0
22,22.0,
134,75.0,
116,54.0,116.0
43,38.0,
61,61.0,
99,180.0,5.0
73,154.0,
108,24.0,4.0
167,167.0,
105,,
63,63.0,133.0
56,,
116,18.0,
105,69.0,195.0
80,,
193,,
153,,
14,,
38,,
155,,
100,100.0,
44,45.0,44.0
142,118.0,142.0
120,129.0,120.0
60,60.0,138.0
55,,
0,4.0,
181,,
79,79.0,
55,,
148,132.0,159.0
78,112.0,78.0
30,,
59,,
47,,
110,67.0,80.0
86,,
139,6.0,
63,63.0,
7,,
187,138.0,187.0
191,1.0,
1,,
89,,
42,,
181,91.0,
37,,
132,132.0,
116,116.0,
183,183.0,1.0
119,32.0,50.0
44,42.0,
100,100.0,100.0
144,144.0,50.0
74,56.0,74.0
142,142.0,142.0
195,195.0,
115,115.0,115.0
119,119.0,
131,,
142,142.0,63.0
37,,
