85,,
96,73.0,96.0
128,,
164,47.0,
25,,
125,125.0,125.0
89,89.0,
170,170.0,
164,,
125,102.0,
137,,
63,63.0,
65,,
19,155.0,0.0
89,113.0,89.0
85,169.0,85.0
92,92.0,92.0
99,99.0,99.0
127,,
28,158.0,
41,41.0,41.0
153,18.0,
99,,
107,4.0,41.0
60,161.0,
71,71.0,22.0
100,40.0,
138,,
163,163.0,
62,,
87,87.0,40.0
125,63.0,19.0
87,168.0,6.0
171,171.0,2.0
26,26.0,
125,,
155,,
65,,
95,,
127,,
67,,
100,100.0,20.0
41,41.0,
150,61.0,
90,90.0,
83,83.0,83.0
3,100.0,
132,156.0,
104,47.0,
127,126.0,
147,,
69,47.0,23.0
146,146.0,
99,,
162,34.0,
124,,
115,23.0,115.0
26,,
168,1.0,168.0
95,95.0,95.0
83,,
108,108.0,155.0
105,105.0,
57,57.0,57.0
22,22.0,
27,,
124,124.0,124.0
111,,
116,134.0,13.0
26,,
49,49.0,49.0
86,,
84,,
43,,
27,31.0,54.0
146,146.0,
116,116.0,116.0
55,8.0,
48,48.0,
115,115.0,
109,109.0,
73,,
107,38.0,
135,,
100,83.0,50.0
44,44.0,114.0
11,,
23,23.0,134.0
54,54.0,54.0
140,140.0,140.0
140,140.0,
145,145.0,145.0
158,167.0,158.0
133,97.0,133.0
103,103.0,
90,,
84,65.0,54.0
116,,
111,111.0,77.0
123,,
124,71.0,124.0
19,19.0,
34,70.0,
90,90.0,
113,,
44,44.0,44.0
119,119.0,69.0
39,0.0,39.0
105,,
171,,
67,67.0,154.0
82,,
39,,
60,60.0,60.0
99,101.0,99.0
67,67.0,
20,83.0,
99,,
75,75.0,
78,95.0,
143,123.0,
162,162.0,
90,87.0,0.0
24,,
130,130.0,130.0
103,103.0,
168,97.0,169.0
159,,
96,,
165,165.0,165.0
49,49.0,99.0
102,102.0,
141,128.0,
6,96.0,70.0
20,20.0,
115,115.0,
110,60.0,47.0
76,,
148,148.0,148.0
163,,
134,,
35,,
135,77.0,40.0
36,,
61,61.0,8.0
82,82.0,82.0
101,101.0,101.0
98,98.0,98.0
0,8.0,141.0
112,112.0,112.0
147,90.0,
145,89.0,
61,61.0,61.0
7,135.0,7.0
136,136.0,6.0
104,,
126,4.0,
150,163.0,150.0
101,101.0,99.0
16,16.0,16.0
11,11.0,84.0
120,45.0,
112,2.0,
53,53.0,53.0
77,105.0,167.0
14,160.0,
141,,
132,,
19,78.0,
71,133.0,71.0
76,142.0,
74,74.0,
46,74.0,46.0
84,,
124,,
57,,
90,,
100,,
34,,
167,,
116,144.0,116.0
12,38.0,
121,,
20,,
12,12.0,
118,,
21,21.0,
122,119.0,147.0
14,,
90,,
4,4.0,
150,7.0,
103,126.0,
56,5.0,74.0
87,87.0,87.0
167,167.0,167.0
94,,
66,,
115,,
32,32.0,32.0
70,70.0,47.0
22,15.0,
8,8.0,
27,39.0,
17,17.0,17.0
126,16.0,126.0
24,24.0,24.0
33,33.0,92.0
120,168.0,104.0
15,15.0,15.0
162,29.0,
118,139.0,
139,,
111,,
56,,
13,5.0,13.0
124,44.0,98.0
33,38.0,
0,0.0,0.0
4,,
39,65.0,
118,118.0,118.0
1,43.0,
132,146.0,132.0
101,,
4,,
42,,
11,11.0,
23,23.0,23.0
34,,
0,,
3,,
0,21.0,5.0
78,49.0,
121,121.0,
157,95.0,157.0
95,143.0,
49,,
29,,
141,135.0,6.0
82,,
88,31.0,88.0
100,100.0,100.0
25,25.0,100.0
78,78.0,25.0
169,169.0,
38,,
169,91.0,
67,67.0,67.0
143,143.0,96.0
95,95.0,30.0
120,,
28,,
65,12.0,
66,,
166,166.0,
72,150.0,
71,149.0,
151,151.0,123.0
12,,
109,,
87,161.0,109.0
30,30.0,106.0
129,103.0,20.0
73,101.0,144.0
100,134.0,100.0
58,58.0,58.0
166,166.0,
83,127.0,128.0
136,104.0,
103,,
55,,
169,122.0,
103,103.0,81.0
130,130.0,130.0
151,,
82,164.0,
23,,
1,81.0,
144,144.0,144.0
1,1.0,
74,115.0,
11,139.0,150.0
161,143.0,
54,49.0,
115,115.0,
63,,
150,99.0,150.0
